Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season,Season_Label,1,Mikal Bridges,28,NYK,SF,82,82.1,3036,14.0,.585,.391,.100,2.7,7.0,4.9,14.4,1.2,1.3,9.7,19.6,3.7,2.0,5.7,.090,0.4,-0.9,-0.5,1.2.1,bridgmi01
Mo Williams,27.0,CLE,PG,69.0,68.0,2359.0,16.1,0.58,0.434,0.232,1.5,8.6,5.2,25.0,1.6,0.7,15.5,22.0,4.0,2.7,6.7,0.136,2.2,-0.4,1.8,2.3,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Thompson,23.0,SAC,C,75.0,58.0,2357.0,14.5,0.518,0.013,0.353,10.8,20.3,15.5,8.3,0.9,2.3,13.3,19.6,1.9,2.0,4.0,0.081,-1.6,-0.8,-2.4,-0.2,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Haywood,30.0,2TM,C,77.0,67.0,2355.0,16.1,0.588,0.002,0.499,13.5,21.5,17.5,2.8,0.6,5.1,14.2,13.5,3.7,3.0,6.7,0.137,-0.3,0.2,-0.1,1.1,DPOY-17,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Haywood,30.0,WAS,C,49.0,48.0,1614.0,16.2,0.591,0.0,0.472,14.1,22.2,18.1,1.7,0.6,4.8,14.2,13.2,2.6,1.9,4.5,0.133,-0.2,-0.2,-0.4,0.7,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Haywood,30.0,DAL,C,28.0,19.0,741.0,16.1,0.582,0.006,0.558,12.2,19.9,16.1,5.0,0.6,5.8,14.1,14.0,1.1,1.1,2.2,0.144,-0.4,1.0,0.6,0.5,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thabo Sefolosha,25.0,OKC,SG,82.0,82.0,2348.0,9.8,0.509,0.297,0.202,3.8,14.8,9.5,8.9,2.1,1.5,15.8,10.9,0.6,3.4,4.0,0.082,-1.9,2.0,0.1,1.3,"DPOY-8,DEF2",2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Murphy,29.0,IND,PF,72.0,69.0,2344.0,18.0,0.585,0.41,0.237,6.0,28.5,17.2,10.6,1.5,1.0,10.0,18.8,4.1,3.7,7.8,0.159,2.4,0.6,2.9,2.9,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonny Flynn,20.0,MIN,PG,81.0,81.0,2339.0,13.0,0.511,0.226,0.284,1.1,8.1,4.6,24.7,1.8,0.1,17.9,24.2,-0.6,0.7,0.1,0.002,-0.8,-2.1,-2.9,-0.5,ROY-5,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Beasley,21.0,MIA,PF,78.0,78.0,2328.0,16.1,0.505,0.098,0.231,6.3,18.8,12.6,7.8,1.8,1.7,10.3,25.8,0.8,3.8,4.6,0.095,-0.9,0.1,-0.8,0.7,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earl Watson,30.0,IND,PG,79.0,52.0,2322.0,10.9,0.517,0.351,0.323,2.5,8.8,5.6,25.6,2.2,0.5,22.6,14.7,0.3,2.3,2.6,0.055,-2.6,0.3,-2.3,-0.2,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilson Chandler,22.0,NYK,SG,65.0,64.0,2320.0,13.7,0.534,0.174,0.186,4.5,12.7,8.5,9.8,1.0,1.6,10.4,20.2,1.8,0.9,2.7,0.057,-1.0,-1.1,-2.1,0.0,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Camby,35.0,2TM,PF,74.0,74.0,2314.0,17.9,0.501,0.014,0.244,12.7,31.9,22.2,12.3,2.2,4.8,14.1,12.8,2.5,4.3,6.8,0.142,0.7,2.6,3.3,3.1,DPOY-10,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Camby,35.0,LAC,PF,51.0,51.0,1596.0,18.3,0.497,0.017,0.256,12.0,32.9,22.4,14.4,2.2,4.6,13.9,13.0,1.7,2.8,4.6,0.137,0.8,2.7,3.5,2.2,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Camby,35.0,POR,C,23.0,23.0,718.0,17.0,0.511,0.007,0.214,14.2,29.9,22.0,7.5,2.0,5.2,14.5,12.3,0.8,1.5,2.3,0.152,0.4,2.5,2.9,0.9,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vince Carter,33.0,ORL,SG,75.0,74.0,2310.0,17.1,0.541,0.319,0.301,1.7,12.6,7.3,17.8,1.2,0.6,8.4,25.2,4.4,3.0,7.4,0.154,1.6,0.4,2.0,2.3,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elton Brand,30.0,PHI,PF,76.0,57.0,2297.0,15.7,0.518,0.001,0.272,9.0,14.7,11.8,7.9,1.9,2.7,12.0,21.7,1.6,1.9,3.5,0.073,-1.1,-0.7,-1.8,0.1,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Parker,34.0,CLE,SG,81.0,81.0,2289.0,9.9,0.576,0.549,0.2,1.6,10.0,6.0,9.9,1.4,0.6,12.1,12.0,2.3,2.6,4.9,0.103,-1.0,0.7,-0.3,1.0,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Delfino,27.0,MIL,SF,75.0,66.0,2279.0,12.9,0.526,0.499,0.163,2.4,18.0,9.8,14.0,1.8,0.7,13.2,18.0,1.1,3.7,4.8,0.101,-0.1,1.5,1.5,2.0,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Granger,26.0,IND,SF,62.0,62.0,2278.0,19.8,0.564,0.385,0.376,3.2,13.3,8.2,13.6,2.0,1.6,10.6,28.7,3.5,2.7,6.2,0.131,3.1,0.0,3.1,2.9,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Millsap,24.0,UTA,PF,82.0,8.0,2277.0,16.7,0.573,0.013,0.369,9.9,18.9,14.5,8.9,1.4,3.5,12.2,18.7,3.7,3.5,7.2,0.151,-0.4,0.8,0.4,1.4,6MOY-7,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Hill,23.0,SAS,PG,78.0,43.0,2276.0,14.7,0.572,0.255,0.321,2.2,8.2,5.3,15.5,1.6,0.8,10.7,19.0,4.1,2.6,6.7,0.142,0.0,0.9,0.9,1.7,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hedo Türkoğlu,30.0,TOR,SF,74.0,69.0,2272.0,13.3,0.54,0.429,0.335,2.2,15.2,8.9,19.5,1.2,1.1,13.9,18.1,2.6,0.8,3.4,0.071,0.7,-0.4,0.4,1.4,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andray Blatche,23.0,WAS,PF,81.0,36.0,2256.0,17.6,0.519,0.044,0.234,7.9,18.2,13.0,13.8,2.0,2.4,14.2,25.8,0.8,2.6,3.4,0.073,0.2,0.4,0.6,1.5,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrett Jack,26.0,TOR,PG,82.0,43.0,2243.0,16.3,0.599,0.297,0.359,1.6,9.8,5.8,27.7,1.4,0.2,17.3,19.1,4.5,0.2,4.8,0.102,2.0,-1.6,0.4,1.4,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Jerebko,22.0,DET,PF,80.0,73.0,2232.0,13.9,0.545,0.191,0.292,9.9,16.5,13.0,4.2,1.9,1.1,10.8,15.7,2.9,1.5,4.4,0.095,-0.7,-0.6,-1.3,0.4,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Bogut,25.0,MIL,C,69.0,69.0,2229.0,20.7,0.54,0.002,0.26,10.1,26.4,17.9,10.3,0.9,6.2,11.4,23.3,2.6,4.8,7.5,0.161,0.8,2.2,3.1,2.8,"DPOY-7,NBA3",2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Gordon,21.0,LAC,SG,62.0,60.0,2229.0,14.1,0.571,0.409,0.381,1.3,7.1,4.2,13.8,1.6,0.5,13.6,21.5,2.3,0.9,3.2,0.069,0.1,-1.0,-0.9,0.6,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Fisher,35.0,LAL,PG,82.0,82.0,2227.0,9.3,0.499,0.401,0.237,1.3,7.2,4.3,12.9,2.1,0.3,11.2,14.0,1.2,2.7,3.9,0.085,-2.9,1.3,-1.7,0.2,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arron Afflalo,24.0,DEN,SG,82.0,75.0,2221.0,10.9,0.576,0.426,0.168,3.1,9.9,6.5,9.3,1.0,1.0,10.5,14.0,2.8,1.4,4.3,0.092,-0.2,-0.2,-0.4,0.9,DPOY-17,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Harris,26.0,NJN,PG,64.0,61.0,2221.0,16.2,0.512,0.245,0.437,1.2,9.7,5.3,34.6,1.9,0.6,14.7,25.5,1.5,1.2,2.7,0.057,0.7,-1.5,-0.8,0.7,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Gomes,27.0,MIN,SF,76.0,64.0,2210.0,12.1,0.528,0.272,0.172,3.8,14.0,8.8,8.8,1.4,0.5,10.8,17.4,1.5,0.9,2.4,0.052,-1.0,-0.8,-1.8,0.1,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taj Gibson,24.0,CHI,PF,82.0,70.0,2204.0,13.8,0.521,0.0,0.278,11.6,19.2,15.4,5.0,1.2,3.6,13.9,16.7,1.2,3.5,4.7,0.103,-2.4,0.5,-2.0,0.0,ROY-5,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Bibby,31.0,ATL,PG,80.0,80.0,2195.0,12.7,0.538,0.503,0.123,1.1,8.8,4.9,20.8,1.6,0.1,11.7,16.1,3.0,1.7,4.8,0.104,0.1,-0.2,-0.2,1.0,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Harrington,29.0,NYK,PF,72.0,15.0,2195.0,16.8,0.546,0.397,0.308,4.5,16.7,10.5,8.6,1.4,0.9,10.1,26.8,2.2,1.3,3.5,0.077,0.8,-1.6,-0.8,0.6,6MOY-11,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channing Frye,26.0,PHO,C,81.0,41.0,2190.0,15.0,0.598,0.558,0.172,3.6,17.6,11.0,7.4,1.5,2.4,8.8,16.7,4.3,2.2,6.4,0.141,1.8,0.9,2.7,2.6,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udonis Haslem,29.0,MIA,PF,78.0,0.0,2177.0,14.6,0.538,0.0,0.305,9.1,24.8,17.0,3.9,0.7,0.9,9.5,17.1,2.8,3.2,6.0,0.132,-0.8,-0.8,-1.7,0.2,6MOY-9,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Battier,31.0,HOU,SG,67.0,62.0,2168.0,11.1,0.541,0.624,0.237,3.8,13.1,8.2,10.9,1.2,2.6,11.5,11.4,2.2,2.1,4.3,0.095,0.1,1.4,1.5,1.9,DPOY-15,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Varejão,27.0,CLE,PF,76.0,7.0,2166.0,15.8,0.598,0.011,0.375,10.9,20.4,15.9,6.1,1.7,2.4,11.0,13.1,4.3,3.8,8.1,0.179,0.1,1.2,1.3,1.8,"DPOY-9,6MOY-3,DEF2",2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Blake,29.0,2TM,PG,80.0,38.0,2159.0,11.6,0.539,0.563,0.092,1.2,9.4,5.2,26.9,1.4,0.2,19.1,14.5,1.9,1.4,3.3,0.074,-0.1,-0.4,-0.5,0.8,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Blake,29.0,POR,PG,51.0,28.0,1397.0,11.2,0.526,0.583,0.09,1.3,9.2,5.2,22.5,1.4,0.1,15.0,14.8,1.3,1.1,2.4,0.082,0.1,0.1,0.2,0.8,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Blake,29.0,LAC,PG,29.0,10.0,762.0,12.3,0.569,0.521,0.096,0.9,9.6,5.2,34.9,1.4,0.4,26.6,14.1,0.6,0.3,0.9,0.058,-0.5,-1.3,-1.8,0.0,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendrick Perkins,25.0,BOS,C,78.0,78.0,2154.0,15.0,0.613,0.006,0.536,9.1,24.4,16.9,6.0,0.6,4.8,20.4,17.6,1.4,3.8,5.2,0.117,-1.7,1.0,-0.7,0.7,DPOY-17,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manu Ginóbili,32.0,SAS,SG,75.0,21.0,2150.0,22.5,0.584,0.388,0.393,3.8,11.6,7.7,28.2,2.5,0.8,12.7,25.8,6.5,3.2,9.7,0.216,5.1,1.6,6.7,4.7,"MVP-11,6MOY-4",2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehmet Okur,30.0,UTA,C,73.0,73.0,2149.0,15.6,0.561,0.275,0.308,7.5,20.6,14.2,8.5,0.9,3.0,12.6,21.0,2.6,3.0,5.6,0.126,0.4,0.1,0.5,1.4,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaddeus Young,21.0,PHI,PF,67.0,45.0,2145.0,14.0,0.523,0.17,0.203,7.0,12.3,9.6,7.5,2.0,0.6,12.5,21.5,0.9,1.2,2.1,0.047,-0.4,-1.5,-1.9,0.1,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Dalembert,28.0,PHI,C,82.0,80.0,2124.0,16.8,0.573,0.0,0.254,13.1,30.7,21.8,4.7,1.0,5.6,17.5,15.1,2.3,3.0,5.2,0.118,-1.2,0.3,-0.9,0.6,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Collison,22.0,NOH,PG,76.0,37.0,2109.0,16.5,0.546,0.146,0.221,2.2,8.6,5.3,32.9,1.9,0.1,18.9,23.1,1.9,1.1,2.9,0.067,0.9,-1.8,-0.8,0.6,ROY-4,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Barnes,29.0,ORL,SF,81.0,58.0,2097.0,13.6,0.576,0.372,0.262,6.1,18.0,12.3,10.1,1.5,1.1,15.3,16.2,2.5,3.4,5.9,0.135,-0.1,1.3,1.3,1.7,DPOY-17,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quentin Richardson,29.0,MIA,SF,76.0,75.0,2082.0,12.9,0.572,0.638,0.127,3.6,17.4,10.6,7.0,1.8,0.7,9.5,14.8,2.7,3.1,5.8,0.133,0.4,0.8,1.3,1.7,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.R. Smith,24.0,DEN,SG,75.0,0.0,2082.0,15.0,0.515,0.452,0.195,1.6,11.3,6.5,15.0,2.4,0.7,11.0,26.9,0.6,2.1,2.7,0.062,0.5,-0.4,0.1,1.1,6MOY-5,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Maggette,30.0,GSW,PF,70.0,49.0,2081.0,20.3,0.615,0.056,0.622,4.9,15.2,10.0,13.2,1.2,0.1,13.0,26.7,5.6,0.7,6.3,0.144,2.1,-1.8,0.3,1.2,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Thornton,26.0,2TM,SF,75.0,46.0,2079.0,11.8,0.523,0.046,0.312,6.4,10.0,8.2,7.1,1.1,1.3,11.7,19.0,1.2,1.0,2.2,0.05,-2.1,-1.0,-3.1,-0.6,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Thornton,26.0,LAC,SF,51.0,30.0,1405.0,11.6,0.526,0.03,0.302,7.0,8.9,7.9,7.2,0.9,1.2,11.2,18.9,1.0,0.5,1.5,0.05,-2.2,-1.4,-3.7,-0.6,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Thornton,26.0,WAS,SF,24.0,16.0,674.0,12.1,0.517,0.079,0.333,5.2,12.3,8.7,7.1,1.6,1.5,12.7,19.1,0.2,0.5,0.7,0.051,-2.0,-0.1,-2.1,0.0,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Duhon,27.0,NYK,PG,67.0,59.0,2072.0,10.7,0.501,0.572,0.211,1.5,8.4,4.9,25.9,1.5,0.1,18.2,13.1,1.5,0.5,1.9,0.045,-1.2,-1.3,-2.5,-0.3,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Garnett,33.0,BOS,PF,69.0,69.0,2060.0,19.4,0.569,0.006,0.286,4.8,24.8,15.1,15.7,1.7,2.2,10.4,22.1,3.6,3.8,7.3,0.171,1.5,1.9,3.5,2.9,AS,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy Hibbert,23.0,IND,C,81.0,69.0,2035.0,16.2,0.537,0.008,0.286,9.4,15.5,12.4,13.5,0.7,4.6,14.1,22.2,1.6,2.5,4.1,0.098,-1.5,0.6,-0.9,0.6,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Matthews,23.0,UTA,SG,82.0,48.0,2025.0,12.3,0.592,0.292,0.342,3.0,8.0,5.6,9.0,1.6,0.6,12.5,16.5,2.6,1.9,4.6,0.108,-0.6,0.0,-0.5,0.8,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Morrow,24.0,GSW,SG,69.0,37.0,2018.0,14.0,0.597,0.437,0.162,3.3,11.1,7.1,7.6,1.5,0.6,10.0,17.8,3.0,0.6,3.5,0.084,1.2,-1.5,-0.4,0.8,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martell Webster,23.0,POR,SF,82.0,49.0,2005.0,12.5,0.543,0.52,0.243,2.9,13.7,8.3,5.0,1.2,1.6,7.8,18.2,2.4,2.0,4.4,0.105,0.3,-0.3,0.0,1.0,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Dudley,24.0,PHO,SF,82.0,1.0,1991.0,13.6,0.612,0.535,0.282,5.9,9.8,8.0,7.9,2.0,0.6,11.0,13.7,4.0,1.3,5.3,0.129,1.4,0.7,2.1,2.1,6MOY-11,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermaine O'Neal,31.0,MIA,C,70.0,70.0,1991.0,17.9,0.563,0.003,0.302,7.4,21.2,14.3,8.4,0.7,3.9,12.9,22.9,2.4,3.2,5.6,0.135,-0.5,0.4,-0.1,1.0,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenyon Martin,32.0,DEN,PF,58.0,58.0,1986.0,13.4,0.481,0.047,0.269,8.3,23.3,15.8,8.5,1.8,2.3,11.6,17.5,0.4,2.8,3.3,0.079,-1.4,0.5,-0.8,0.6,DPOY-17,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Bynum,22.0,LAL,C,65.0,65.0,1977.0,20.2,0.608,0.001,0.379,10.1,20.4,15.3,5.8,0.9,3.6,12.5,20.8,4.4,3.4,7.8,0.188,1.1,0.4,1.5,1.8,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Wallace,35.0,DET,C,69.0,67.0,1975.0,15.8,0.526,0.007,0.548,14.1,23.1,18.3,8.0,2.4,3.6,15.0,10.0,2.4,2.3,4.7,0.115,0.7,1.2,1.9,1.9,DPOY-17,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Miller,33.0,CHI,C,82.0,37.0,1950.0,12.9,0.53,0.227,0.379,4.8,17.8,11.4,12.2,1.2,1.1,13.6,18.1,1.5,2.5,4.0,0.098,-1.4,0.5,-0.8,0.6,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peja Stojaković,32.0,NOH,SF,62.0,55.0,1947.0,12.4,0.533,0.512,0.156,2.3,11.5,6.8,7.2,1.3,0.2,7.1,18.6,1.9,0.9,2.7,0.067,0.2,-1.1,-0.9,0.5,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omri Casspi,21.0,SAC,SF,77.0,31.0,1931.0,13.0,0.529,0.302,0.259,4.4,16.5,10.4,7.7,1.4,0.6,11.6,19.4,1.1,1.4,2.5,0.063,-0.3,-0.8,-1.1,0.4,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joakim Noah,24.0,CHI,C,64.0,54.0,1925.0,17.9,0.557,0.0,0.421,12.9,27.6,20.3,10.8,0.9,4.0,16.0,17.1,2.7,3.5,6.2,0.154,0.1,1.5,1.6,1.7,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lou Williams,23.0,PHI,PG,64.0,38.0,1912.0,18.2,0.576,0.304,0.344,1.5,10.1,5.8,22.9,2.2,0.6,12.0,21.1,4.1,1.1,5.2,0.13,1.9,-0.4,1.6,1.7,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer Hawes,21.0,SAC,C,72.0,59.0,1904.0,13.8,0.507,0.131,0.159,8.6,17.7,13.1,13.2,0.9,3.2,15.5,19.6,0.5,1.6,2.1,0.054,-1.2,0.1,-1.2,0.4,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ersan İlyasova,22.0,MIL,PF,81.0,31.0,1898.0,15.7,0.526,0.331,0.217,9.0,22.6,15.5,7.5,1.5,1.0,8.2,20.8,2.5,3.3,5.8,0.146,0.1,0.3,0.4,1.1,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dahntay Jones,29.0,IND,SF,76.0,26.0,1892.0,10.8,0.527,0.051,0.413,2.7,10.5,6.6,12.9,1.0,1.5,14.9,20.1,0.1,1.6,1.8,0.045,-3.3,-0.4,-3.6,-0.8,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Thornton,22.0,NOH,SG,73.0,17.0,1872.0,17.4,0.55,0.354,0.2,4.4,8.9,6.6,10.3,1.6,0.4,7.3,25.3,3.1,0.9,4.0,0.103,2.3,-1.4,0.9,1.4,6MOY-10,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luc Mbah a Moute,23.0,MIL,PF,73.0,62.0,1866.0,11.8,0.53,0.046,0.36,9.9,14.6,12.2,6.5,1.7,1.6,14.1,12.1,1.8,3.0,4.7,0.122,-1.8,1.5,-0.3,0.8,DPOY-17,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jameer Nelson,27.0,ORL,PG,65.0,64.0,1860.0,15.5,0.54,0.32,0.164,1.7,10.1,6.0,32.1,1.3,0.1,15.5,22.3,2.8,2.2,5.0,0.13,1.0,-0.3,0.7,1.3,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Villanueva,25.0,DET,PF,78.0,16.0,1848.0,16.0,0.526,0.341,0.157,5.2,19.6,12.0,5.2,1.4,2.5,7.7,23.9,2.1,1.4,3.5,0.092,0.8,-0.8,0.0,0.9,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Calderón,28.0,TOR,PG,68.0,39.0,1817.0,16.5,0.569,0.301,0.183,1.5,7.5,4.6,33.8,1.3,0.3,13.9,17.9,4.2,0.0,4.2,0.111,2.5,-1.9,0.6,1.2,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ Redick,25.0,ORL,SG,82.0,9.0,1808.0,15.0,0.606,0.495,0.401,1.1,8.5,5.0,13.9,0.8,0.2,8.8,18.3,4.7,1.8,6.5,0.173,1.8,0.1,1.8,1.8,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Chalmers,23.0,MIA,PG,73.0,22.0,1807.0,10.7,0.519,0.52,0.242,1.6,7.1,4.4,21.0,2.7,0.5,19.7,16.3,0.3,2.4,2.7,0.072,-2.3,1.1,-1.3,0.3,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Miller,29.0,WAS,SG,54.0,50.0,1805.0,13.9,0.623,0.395,0.196,3.5,18.2,10.7,18.4,1.1,0.5,19.6,14.7,2.5,1.4,3.9,0.104,0.9,0.4,1.3,1.5,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Jeffries,28.0,2TM,SF,70.0,37.0,1794.0,9.8,0.507,0.226,0.382,8.1,10.3,9.1,8.0,1.8,2.9,17.2,11.1,0.9,1.3,2.2,0.058,-2.7,0.8,-1.9,0.0,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Jeffries,28.0,NYK,PF,52.0,37.0,1462.0,9.7,0.524,0.27,0.404,7.6,9.8,8.7,7.9,1.9,3.0,18.6,10.3,0.8,1.0,1.7,0.057,-2.5,1.0,-1.5,0.2,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Jeffries,28.0,HOU,SF,18.0,0.0,332.0,10.1,0.459,0.107,0.321,10.3,12.2,11.2,8.1,1.4,2.9,12.7,14.6,0.1,0.3,0.4,0.058,-3.7,-0.1,-3.7,-0.1,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Watson,25.0,GSW,PG,65.0,15.0,1788.0,13.8,0.555,0.275,0.314,1.7,8.9,5.3,14.3,2.8,0.3,10.3,16.0,2.2,0.9,3.1,0.082,-0.8,0.3,-0.4,0.7,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasheed Wallace,35.0,BOS,C,79.0,13.0,1780.0,13.1,0.504,0.446,0.192,3.0,19.0,11.2,7.3,2.4,3.1,8.2,20.2,0.2,3.4,3.6,0.096,-1.6,1.6,0.0,0.9,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuck Hayes,26.0,HOU,C,82.0,82.0,1773.0,11.7,0.5,0.0,0.201,9.4,21.1,15.0,11.4,2.1,1.8,17.1,10.8,1.2,2.4,3.6,0.098,-2.2,2.0,-0.2,0.8,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jrue Holiday,19.0,PHI,PG,73.0,51.0,1767.0,12.3,0.526,0.306,0.165,3.7,9.1,6.4,24.4,2.3,0.8,21.9,18.4,0.2,1.0,1.2,0.032,-1.1,-0.6,-1.7,0.1,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Williams,22.0,NJN,SF,78.0,9.0,1764.0,11.5,0.459,0.154,0.221,2.9,20.6,11.4,22.4,1.3,0.4,14.8,21.8,-1.5,1.3,-0.3,-0.007,-2.0,-0.8,-2.8,-0.4,,2010,2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
